"Section:FIN-General Ledger, Inquiry and Reporting (70 Reqs)"
707583,Medium,,Provide the ability to report on all detailed data for up to 10 years to meet legislative and management reporting needs both on a  standard and ad-hoc reporting basis.
707584,Medium,,"Provide ability to summarize individual line-item accounts into meaningful groups of accounts for use in financial reporting, based  on user-defined criteria."
707585,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Fund Structure."
707586,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Agency/Department."
707587,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Organization Structure (e.g., Agency, Division,"
Sectio,n).,,
707588,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Program Structure."
707589,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Appropriation Structure (currently Fund, Fiscal Year, Organization  and Activity)."
707590,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Location."
707591,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Project Structure."
707592,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Expenditure / Revenue Sub-Object Structure."
707593,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Balance Sheet Account."
707594,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Grant Structure."
707595,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Activity."
707596,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Function."
707597,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Budget Year."
707598,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Period (Fiscal Month/Fiscal Year or Fiscal Year)."
707599,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Other Reporting Period (e.g.. Calendar Month/Year, Federal  Month/Year)."
707600,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: GAAP Fund."
707601,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Funding Source."
707602,Medium,,"Provide ability to report budget, encumbrances, pre-encumbrances, actual revenues, and actual expenditures by user-defined  period using any of the following Chart of Account elements: Cost Center."
707603,Medium,,Produce ad-hoc reports using any field in the General Ledger.
707604,Medium,,Maintain a history of all General Ledger transactions and produces detailed transaction reports to provide an appropriate audit  trail.
707605,Medium,,"By user-defined detail, provide a trial balance by fund, or select Chart of Account elements, to obtain a running total of debits and  credits."
707606,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Net Assets."
707607,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Activities."
707608,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Balance Sheet Governmental Funds; Reconciliation of the  Governmental Funds Balance Sheet to the Statement of Net Assets."
707609,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Revenues, Expenditures, and Changes in  Fund Balances-Governmental Funds; Reconciliation of the Change in Fund Balances of the Governmental Funds to the  Statement of Activities."
707610,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Net Assets-Proprietary Funds."
707611,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Revenues, Expenses, and Changes in Fund  Net Assets-Proprietary Funds."
707612,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Cash flows-Proprietary Funds; (Direct  Method)."
707613,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Fiduciary Net Assets."
707614,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Statement of Changes in Fiduciary Net Assets."
707615,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Combining Statement of Net Assets - Discretely Presented  Component Units."
707616,Medium,,"Comply with GASB 34 and GASB 54 financial reporting (e.g., Comprehensive Annual Financial Report) and provide the ability to  prepare adjusting entries to account balances of individual GAAP funds and to accumulate, reclassify and prepare adjusting  entries to account balances of government-wide activities. The main statements should be run across all fund types and by  specific fund. The main statements in the CAFR include the following: Combining Statement of Activities - Discretely Presented  Component Units."
707617,Medium,,"Present financial statements on an accrual, modified cash, modified accrual, and cash basis."
707618,Medium,,Provide subsidiary ledgers for balance sheet accounts as needed. These subsidiaries must generate reports of open  transactions that accumulate to the balance sheet account totals.
707619,Medium,,"Provide ability to show different organizational structures on a single report displaying accurate prior and current year data.  Within the report, a unit existing under one division in the prior year may be reflected under a new division or may not exist in the  current year."
707620,Medium,,"Provide ability to filter, search, and report month-to-date and year-to-date budget, estimated revenue, expenditures, revenue,  encumbrances, and pre-encumbrances by any element in the Chart of Accounts."
707621,Medium,,"Provide fund transfer reports, such as interfund receivables, interfund payables, and interfund transfers, that displays month and  year-to-date transfer information."
707622,Medium,,"Provide ability to produce the following financial reports based upon user-defined criteria (e.g., transaction date ranges to  produce monthly, quarterly, and yearly reports) for each unique fund, fund type, and fund group: Trial Balance."
707623,Medium,,"Provide ability to produce the following financial reports based upon user-defined criteria (e.g., transaction date ranges to  produce monthly, quarterly, and yearly reports) for each unique fund, fund type, and fund group: Cash Flow."
707624,Medium,,"Provide ability to produce the following financial reports based upon user-defined criteria (e.g., transaction date ranges to  produce monthly, quarterly, and yearly reports) for each unique fund, fund type, and fund group: Fund Balance Report."
