"Section:FIN-Asset Management, Additions and Maintenance (144 Reqs)"
705754,Medium,,"Provides full integration with General Ledger, Procurement, and Accounts Payable to carry forward relevant purchasing,  descriptive, invoice and accounting information as a starting point for recording the asset."
705755,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Land."
705756,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Buildings."
705757,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Building Improvements."
705758,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Leasehold improvements."
705759,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Equipment."
705760,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Communication equipment."
705761,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Furniture and fixtures."
705762,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Vehicles."
705763,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Trailers."
705764,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Capitalized leases."
705765,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Construction in progress."
705766,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Infrastructure."
705767,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Collections of Artwork."
705768,Medium,,"Provide ability to track the following categories of assets, including, but not limited to: Other user-defined categories."
705769,Medium,,Provide ability to support multiple user-defined asset types.
705770,Medium,,Establish and associate standard asset descriptive data for all assets. The standard asset descriptive data reduces and  standardizes data entry and reporting.
705771,Medium,,Provide ability to have a free-form narrative long description of each asset item.
705772,Medium,,"Provide ability to identify users of assets, in addition to recording property custodian."
705773,Medium,,Provide ability to automatically create and assign an alpha-numeric asset number that is defined by agency to a single item or  multiple items purchased.
705774,Medium,,Provide ability to manually assign an asset number.
705775,Medium,,Provide ability to track the detailed cost for each item that makes up a whole asset.
705776,Medium,,Provide ability to store user-defined number of different asset numbers/references for assembled assets.
705777,Medium,,Provide ability to change the asset number/reference and retain all associated information and history with the proper  authorization.
705778,Medium,,"Maintains detailed property information required to identify, properly account for, and safeguard all assets, including but not  limited to the following: Asset Number."
705779,Medium,,"Maintains detailed property information required to identify, properly account for, and safeguard all assets, including but not  limited to the following: Property Tag Number (inventory control number)."
