"Section:PL-Transportation Asset Inventory, Drainage (19 Reqs)"
717167,High,,Capture and track a range of drainage assets.
717168,High,,Store ditches.
717169,High,,Store edge drains.
717170,Medium,,Store head walls.
717171,Medium,,Store inlets.
717172,Medium,,Store catch basins.
717173,Medium,,Store manholes.
717174,High,,Store pipes.
717175,Medium,,Store ponds.
717176,Medium,,Store pump stations.
717177,Medium,,Store storm drains/outfalls.
717178,Medium,,Store storm water management risers.
717179,Medium,,Store trench drains.
717180,Medium,,Store under drains.
717181,Medium,,Store weirs.
717182,Medium,,Store wetlands.
717183,Medium,,Store other mitigation sites.
717184,Medium,,Store other maintenance facility drainage systems.
717185,Medium,,Store other storm water management facilities.
